stationId,stationName,latitude,longitude,year,population,source_year,is_extrapolated
30921862678974937849512304668,Trà Vinh: Tp. Trà Vinh (KK),9.92389,106.34,2023,3890,2023,False
29098314940209976158571475636,"Trà Vinh: xã Dân Thành, TX Duyên Hải (KK)",9.59914,106.52,2023,707,2023,False
29098319146067624969113973428,"Trà Vinh: xã Đông Hải, huyện Duyên Hải (KK)",9.57555,106.488,2023,477,2023,False
28560877461938780203765592307,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.883,2023,2020,2023,False
31651502905690497791503780869,Thái Nguyên: Sân vận động Gang thép - P Trung Thành - TP Thái Nguyên (KK),21.5391,105.872,2023,392,2023,False
31616865099255512061948816121,Đà Nẵng: Phạm Hùng (KK),15.9961,108.207,2023,3102,2023,False
30991938797551443885460120607,"Sóc Trăng: Sở TNMT - 16 Hùng Vương, P.6, Tp. Sóc Trăng (KK)",9.61358,105.968,2023,3408,2023,False
30668578626453200136007481288,"Vĩnh Long: UBND tỉnh, đường Hoàng Thái Hiếu (KK)",10.2513,105.947,2023,2996,2023,False
28602837126985114455002404577,Quảng Ninh: UBND TP Uông Bí (KK),21.0358,106.764,2023,3209,2023,False
29996225242094208443243751425,Tây Ninh: Phường 3 - TP. Tây Ninh (KK),11.3277,106.104,2023,351,2023,False
29936546593921360616662752773,Hưng Yên: Trạm khí xung quanh KCN Thăng long II (KK),20.6617,106.059,2023,5372,2023,False
29541549672804486395063249961,Gia Lai: UBND thị xã An Khê (KK),13.9539,108.656,2023,4665,2023,False
29518885338952740244749551027,Quảng Ninh: Nhuệ Hổ - Đông Triều (KK),21.07,106.556,2023,1451,2023,False
29518872592252585279589451187,Quảng Ninh: Km11 - Minh Thành (KK),21.0062,106.859,2023,3372,2023,False
29518862280522648049760863667,Quảng Ninh: UBND huyện Hải Hà (KK),21.4528,107.76,2023,3816,2023,False
29518852005686198968139908531,Quảng Ninh: Gần KCN Cái Lân (KK),20.9725,107.044,2023,1201,2023,False
29518839738601389925132404147,"Quảng Ninh: Trung tâm văn hóa thể thao Cẩm Phả, đường Trần Phú, phường Cẩm Trung (KK)",21.0093,107.274,2023,5304,2023,False
29196021237696127337075448678,Bắc Ninh: UBND xã Cao Đức - Gia Bình (KK),21.0832,106.281,2023,2511,2023,False
29196010501691076420299004774,Bắc Ninh: TT Quan trắc - phường Suối Hoa - TP Bắc Ninh (KK),21.1873,106.074,2023,7057,2023,False
28916774462801800655608897080,Bắc Ninh: UBND xã Xuân Lâm - Thuận Thành (KK),21.0243,106.017,2023,2655,2023,False
30018605256279546654144260098,Lào Cai: KCN Tằng Loỏng - trạm số 2 (KK),22.2955,104.134,2023,292,2023,False
28916766954976962647717994040,"Bắc Ninh: UBND huyện Quế Võ, TT Phố Mới (KK)",21.1518,106.152,2023,1879,2023,False
28916576381663936943098322488,Bắc Ninh: KCN Yên Phong (gần trạm cấp nước sạch) (KK),21.1968,105.993,2023,3751,2023,False
28916745851901742294496599608,Bắc Ninh: KCN Tiên Sơn (Trạm cấp nước sạch KCN) - Từ Sơn (KK),21.1194,105.99,2023,791,2023,False
28602897318711027016899843809,Quảng Ninh: Nhà máy tuyển than Nam Cầu Trắng - Hạ Long (KK),20.9454,107.131,2023,5238,2023,False
28602553176253587650986727137,Quảng Ninh: UBND phường Mạo Khê - Đông Triều (KK),21.0585,106.598,2023,3078,2023,False
28601787986862666164115166945,Quảng Ninh: Văn phòng C.ty than Khe Chàm - Tp Cẩm Phả (KK),21.0652,107.326,2023,1910,2023,False
28601309072493024807602706145,Quảng Ninh: phường Cao Xanh  - Hạ Long (KK),20.9797,107.087,2023,2340,2023,False
32496602817040565458030689725,"Hà Nội: 79 Văn Tiến Dũng, Tây Tựu (LCS)",21.0608,105.749,2023,1371,2023,False
32496693563219291690449469264,Hải Phòng: Trụ sở ủy ban xã Phạm Sư Mạnh cũ (LCS),21.0272,106.509,2023,1642,2023,False
32497734637638860594066758096,Thái Nguyên: Trung Tâm Hành Chính Công Xã Đồng Hỷ (LCS),21.5761,106.503,2023,1399,2023,False
32497836911670612380284465171,Thái Nguyên: UBND Xã Quang Sơn (LCS),21.6959,105.864,2023,142,2023,False
32497696449863912939996438674,"Hà Nội: 79 Văn Tiến Dũng, Tây Tựu 2 (LCS)",21.0608,105.749,2023,1371,2023,False
32496627929703877431864819302,Hà Nội: UBND xã Ngọc Liệp (LCS),20.9968,105.596,2023,389,2023,False
32496584622031367061634346762,Hưng Yên: Cổng bảo vệ  ủy ban xã Như Quỳnh (LCS),20.9769,105.994,2023,749,2023,False
32496597338357575566293859742,"Hà Nội:TT Quan trắc môi trường miền Bắc, 556 Nguyễn Văn Cừ (LCS)",21.0487,105.882,2023,2020,2023,False
32496608539373531178394552735,"Hà Nội: Tổng cục Biển và Hải đảo, Bộ Tài nguyên và Môi trường - 83 Nguyễn Chí Thanh(LCS)",21.0224,105.81,2023,25075,2023,False
32496614298366895058622457929,Hà Nội: Công an xã Hoài Đức (LCS),21.0683,105.708,2023,2062,2023,False
32496619672150063767061412126,"Hà Nội: Cột điện cổng phụ Trường tiểu học Phú Lãm, phường Phú Lương (LCS)",20.9436,105.754,2023,2308,2023,False
32496631939608265457394360507,"Hà Nội: Trường tiểu học Minh Khai, P. Thanh Nhàn (LCS)",21.0045,105.853,2023,39803,2023,False
32496634188432693119199539147,Hà Nội: UBND xã Trần Phú (LCS),20.8327,105.671,2023,752,2023,False
32497722117136617634216524795,Hải Phòng: Cổng bảo vệ trường tiểu học phả lại phường Chí Linh (LCS),21.1126,106.333,2023,1950,2023,False
32497686304154672399743049842,Hà Nội: UBND xã Chương Dương (LCS),20.8632,105.917,2023,4491,2023,False
32496644961331232165577682920,Hà Nội: Ban chỉ huy Quân sự xã Phúc Thọ(LCS),21.1044,105.544,2023,3960,2023,False
32497740397859994680382176275,Hải Phòng: Ban chỉ huy quân sự xã An Quang (LCS),20.8084,106.531,2023,1422,2023,False
